Voltage,Current
-1.9999672174454,-0.0003022267774213
-1.9899665117264,-0.0003000554279424
-1.9799565076828,-0.0002980418794323
-1.9699631929398,-0.0002961613063235
-1.9599567651749,-0.0002942203718703
-1.9499760866165,-0.000292424345389
-1.9399797916412,-0.0002906166773755
-1.9299674034119,-0.0002888897724915
-1.9199669361115,-0.0002871621400118
-1.9099668264389,-0.0002856032224372
-1.8999634981155,-0.0002838540240191
-1.8899619579315,-0.0002819788060151
-1.8799601793289,-0.0002805700933095
-1.8699555397034,-0.0002788792771753
-1.8599843978882,-0.0002772650623228
-1.8499857187271,-0.0002756932226475
-1.8399817943573,-0.0002741541247815
-1.8299782276154,-0.0002723709621932
-1.8199675083160,-0.0002709300024435
-1.8099665641785,-0.0002692615671549
-1.7999567985535,-0.0002676426956896
-1.7899602651596,-0.0002660431782715
-1.7799514532089,-0.0002644219784997
-1.7699867486954,-0.0002629784285091
-1.7599843740463,-0.0002615078410599
-1.7499772310257,-0.0002599378349259
-1.7399817705154,-0.0002583641908132
-1.7299730777740,-0.0002569863281678
-1.7199766635895,-0.0002552850055508
-1.7099695205688,-0.000253714970313
-1.6999626159668,-0.0002519811387174
-1.6899580955505,-0.0002506877644919
-1.6799849271774,-0.0002488897589501
-1.6699877977371,-0.0002474684151821
-1.6599811315536,-0.0002458840317558
-1.6499758958817,-0.0002442705444992
-1.6399683952332,-0.0002429837331874
-1.6299681663513,-0.0002412506291876
-1.6199678182602,-0.0002396904164925
-1.6099668741226,-0.0002381403755862
-1.5999693870544,-0.00023650242656
-1.5899888277054,-0.0002352023875574
-1.5799895524979,-0.0002336845791433
-1.5699900388718,-0.0002319934719708
-1.5599833726883,-0.0002303233341081
-1.5499839782715,-0.000228794713621
-1.5399734973907,-0.0002272187557537
-1.5299643278122,-0.0002256540901726
-1.5199623107910,-0.0002242340269731
-1.5099614858627,-0.0002225980133517
-1.4999946355820,-0.0002212796534877
-1.4899904727936,-0.0002196578134317
-1.4799853563309,-0.0002182920870837
-1.4699839353561,-0.0002167371858377
-1.4599769115448,-0.0002151397056878
-1.4499841928482,-0.0002136382681783
-1.4399740695953,-0.0002120881690644
-1.4299767017365,-0.000210585683817
-1.4199659824371,-0.0002090655179927
-1.4099880456924,-0.0002076007222058
-1.3999929428101,-0.0002059944526991
-1.3899829387665,-0.000204528318136
-1.3799853324890,-0.0002030530304182
-1.3699814081192,-0.0002016343787545
-1.3599746227264,-0.000200082315132
-1.3499734401703,-0.0001984924747376
-1.3399722576141,-0.0001970365701709
-1.3299690485001,-0.0001955838961294
-1.3199983835220,-0.0001940976217156
-1.3099972009659,-0.000192722727661
-1.2999966144562,-0.0001912725128932
-1.2899872064590,-0.0001896061585285
-1.2799870967865,-0.0001880972267827
-1.2699815034866,-0.0001866654056357
-1.2599778175354,-0.0001852490095189
-1.2499729394913,-0.0001837492163759
-1.2399661540985,-0.0001823497004807
-1.2299977540970,-0.0001808193337638
-1.2199981212616,-0.0001793119299691
-1.2099941968918,-0.000177878246177
-1.1999957561493,-0.0001764693879522
-1.1899842023849,-0.0001749508810462
-1.1799823045731,-0.000173704494955
-1.1699835062027,-0.0001721004955471
-1.1599798202515,-0.0001706995244604
-1.1499737501144,-0.0001692596561043
-1.1399977207184,-0.0001677119871601
-1.1299955844879,-0.0001662885915721
-1.1199886798859,-0.0001647634635447
-1.1099905967712,-0.0001633589563426
-1.0999872684479,-0.0001618879759917
-1.0899872779846,-0.0001604878489161
-1.0799765586853,-0.0001590066531207
-1.0699738264084,-0.0001575829228386
-1.0599715709686,-0.0001561084500281
-1.0500032901764,-0.0001546319253976
-1.0400046110153,-0.0001531302550575
-1.0299975872040,-0.0001518166391179
-1.0199906826019,-0.0001503238017904
-1.0099885463715,-0.000148850842379
-0.9999867677689,-0.0001475427561672
-0.9899819493294,-0.0001460453786422
-0.9799768328667,-0.0001446129608667
-0.9699708223343,-0.0001431262935512
-0.9600014090538,-0.0001417387684342
-0.9499976038933,-0.000140297022881
-0.9399980902672,-0.0001388530945405
-0.9299955964088,-0.0001374203857267
-0.9199935197830,-0.0001361316390103
-0.9099876284599,-0.000134608882945
-0.8999837636948,-0.0001331773382844
-0.8899827599525,-0.0001317573332926
-0.8799796700478,-0.0001304288307438
-0.8700104951859,-0.0001289836218348
-0.8600027561188,-0.0001275736285606
-0.8499934673309,-0.0001261826837435
-0.8399932384491,-0.0001247174513992
-0.8299897313118,-0.000123282065033
-0.8199920058250,-0.0001219840487465
-0.8099851012230,-0.0001205695662065
-0.7999807596207,-0.000119115007692
-0.7899755835533,-0.0001177254744107
-0.7800054550171,-0.0001163242923212
-0.7700086832047,-0.000114911912533
-0.7600033283234,-0.0001135129568866
-0.7500029802322,-0.000112167406769
-0.7399952411652,-0.0001106720883399
-0.7299833297729,-0.0001093002429116
-0.7199817895889,-0.0001078269488062
-0.7099803686142,-0.0001063820163836
-0.6999794840813,-0.0001050485807355
-0.6900065541267,-0.0001035718960338
-0.6800017952919,-0.0001022164797178
-0.6699969172478,-0.0001008162507787
-0.6599829792976,-9.937518916558e-05
-0.6499869823456,-9.796430094866e-05
-0.6399817466736,-9.652230801294e-05
-0.6299780607224,-9.516457794234e-05
-0.6199750304222,-9.370428597322e-05
-0.6099691390991,-9.230273280991e-05
-0.6000052094460,-9.089359082282e-05
