Voltage,Current
-1.9999564886093,-0.0004999877419323
-1.9899526834488,-0.0004982523969375
-1.9799410104752,-0.0004939211648889
-1.9699498414993,-0.0004921779618599
-1.9599426984787,-0.0004877849423792
-1.9499638080597,-0.0004847454547416
-1.9399671554565,-0.000482077972265
-1.9299565553665,-0.000480350543512
-1.9199552536011,-0.0004754716937896
-1.9099553823471,-0.0004712572554126
-1.8999512195587,-0.000472776388051
-1.8899493217468,-0.0004691058420576
-1.8799476623535,-0.0004638349637389
-1.8699418306351,-0.0004625574802049
-1.8599703311920,-0.0004596077196766
-1.8499730825424,-0.0004564034752548
-1.8399705886841,-0.0004533138417173
-1.8299647569656,-0.0004492651496548
-1.8199537992477,-0.0004453342407942
-1.8099545240402,-0.0004410070250742
-1.7999454736710,-0.0004399775643833
-1.7899453639984,-0.0004355017154012
-1.7799415588379,-0.0004348808142822
-1.7699720859528,-0.0004314728430472
-1.7599709033966,-0.0004301347362343
-1.7499647140503,-0.0004255484964233
-1.7399693727493,-0.0004225313605275
-1.7299599647522,-0.0004196910595056
-1.7199643850327,-0.0004161998804193
-1.7099565267563,-0.0004136168572586
-1.6999509334564,-0.0004115756601095
-1.6899442672729,-0.0004084951942787
-1.6799722909927,-0.0004055533790961
-1.6699763536453,-0.0004019667976536
-1.6599686145782,-0.0003994516155217
-1.6499638557434,-0.0003949638630729
-1.6399565935135,-0.0003905360936187
-1.6299560070038,-0.0003880760341417
-1.6199536323547,-0.0003852579975501
-1.6099545955658,-0.0003818160039373
-1.5999579429626,-0.0003788417961914
-1.5899766683578,-0.0003766924492083
-1.5799769163132,-0.0003735850914381
-1.5699776411057,-0.0003704293631017
-1.5599715709686,-0.0003673153696582
-1.5499725341797,-0.0003645430551842
-1.5399615764618,-0.0003622075601015
-1.5299512147903,-0.0003591933345888
-1.5199512243271,-0.0003563395293895
-1.5099495649338,-0.0003537009761203
-1.4999829530716,-0.0003502119216137
-1.4899792671204,-0.0003478301514406
-1.4799754619598,-0.0003452933742665
-1.4699721336365,-0.0003424209426157
-1.4599646329880,-0.0003394993254915
-1.4499720335007,-0.0003366247110534
-1.4399633407593,-0.0003339481190778
-1.4299644231796,-0.0003311478940304
-1.4199559688568,-0.0003290388558526
-1.4099779129028,-0.0003264640399721
-1.3999830484390,-0.0003233854658902
-1.3899717330933,-0.000320549675962
-1.3799746036530,-0.0003178783226758
-1.3699705600739,-0.0003154801670462
-1.3599624633789,-0.0003125393413939
-1.3499623537064,-0.0003089033416472
-1.3399642705917,-0.0003063251206186
-1.3299586772919,-0.0003037094138563
-1.3199875354767,-0.0003009778156411
-1.3099865913391,-0.0002982447331306
-1.2999851703644,-0.0002958783588838
-1.2899758815765,-0.0002928080502898
-1.2799758911133,-0.0002901740081143
-1.2699692249298,-0.0002875421778299
-1.2599653005600,-0.0002846880233847
-1.2499610185623,-0.0002821639063768
-1.2399547100067,-0.0002794148458634
-1.2299860715866,-0.0002767390105873
-1.2199862003326,-0.0002742329088505
-1.2099831104279,-0.0002717162715271
-1.1999849081039,-0.0002688138047233
-1.1899725198746,-0.0002662929182407
-1.1799715757370,-0.0002637602447066
-1.1699708700180,-0.0002613457618281
-1.1599696874619,-0.0002586728951428
-1.1499633789063,-0.0002559862332419
-1.1399857997894,-0.0002534609520808
-1.1299850940704,-0.000250880169915
-1.1199772357941,-0.0002484305296093
-1.1099808216095,-0.0002460326068103
-1.0999763011932,-0.000243441274506
-1.0899773836136,-0.0002408555301372
-1.0799665451050,-0.0002381613448961
-1.0699636936188,-0.0002358689234825
-1.0599609613419,-0.0002333305310458
-1.0499941110611,-0.000230711477343
-1.0399950742722,-0.0002281162305735
-1.0299886465073,-0.0002256755542476
-1.0199803113937,-0.0002231222897535
-1.0099779367447,-0.0002205113123637
-0.9999761581421,-0.0002180171431974
-0.9899714589119,-0.000215775668039
-0.9799650311470,-0.0002132087829523
-0.9699612855911,-0.0002107817417709
-0.9599909782410,-0.0002086227468681
-0.9499871730804,-0.0002058726968244
-0.9399877190590,-0.0002033997152466
-0.9299856424332,-0.0002009889722103
-0.9199841022491,-0.0001988396106753
-0.9099788665771,-0.0001966976269614
-0.8999733924866,-0.0001940440852195
-0.8899725079536,-0.0001912449515657
-0.8799700140953,-0.0001891534484457
-0.8700010180473,-0.0001870543783298
-0.8599917292595,-0.0001840810436988
-0.8499842882156,-0.0001819124590838
-0.8399832844734,-0.0001790837413864
-0.8299783468246,-0.000176766741788
-0.8199806809425,-0.000174251239514
-0.8099736571312,-0.0001721042644931
-0.7999703884125,-0.0001693704834906
-0.7899664640427,-0.0001669635530561
-0.7799944281578,-0.0001645523152547
-0.7699980139732,-0.0001622064737603
-0.7599933147430,-0.0001600088580744
-0.7499935030937,-0.000157679329277
-0.7399851679802,-0.0001555749768158
-0.7299739718437,-0.0001529664295958
-0.7199710607529,-0.0001510571164545
-0.7099695205688,-0.0001486909895902
-0.6999695301056,-0.0001463647495257
-0.6899979114532,-0.0001440794439986
-0.6799910664558,-0.000141749944305
-0.6699873805046,-0.0001393409766024
-0.6599875688553,-0.000137088514748
-0.6499906778336,-0.0001346096978523
-0.6399848461151,-0.0001324094773736
-0.6299827694893,-0.0001301573647652
-0.6199782490730,-0.0001278759882553
-0.6099716424942,-0.0001258334814338
-0.6000084280968,-0.0001235767267644
-0.5899968147278,-0.0001213215073221
-0.5799963474274,-0.0001192164054373
-0.5699880719185,-0.000116833820357
-0.5599821209908,-0.0001143777699326
-0.5499830842018,-0.0001121349123423
-0.5399797558784,-0.0001099517394323
-0.5299782752991,-0.0001077070628526
-0.5199782252312,-0.000105563987745
-0.5100045800209,-0.000103336351458
-0.5000041723251,-0.0001010909181787
-0.4899842739105,-9.893958485918e-05
-0.4799887537956,-9.679258801043e-05
-0.4699820578098,-9.46125946939e-05
-0.4599788486958,-9.243661770597e-05
-0.4499681890011,-9.022430458572e-05
-0.4399622082710,-8.809400605969e-05
-0.4299649894238,-8.584744500695e-05
-0.4199933707714,-8.380998770008e-05
-0.4099904596806,-8.172616071533e-05
-0.3999842703342,-7.966786506586e-05
-0.3899840116501,-7.746769551886e-05
-0.3799852430820,-7.540686056018e-05
-0.3699835538864,-7.324863690883e-05
-0.3599807620049,-7.115452172002e-05
-0.3499766290188,-6.912528624525e-05
-0.3399705290794,-6.705467967549e-05
-0.3299686610699,-6.49848516332e-05
-0.3199886977673,-6.298172957031e-05
-0.3099927306175,-6.092917465139e-05
-0.2999880909920,-5.888515443075e-05
-0.2899837493896,-5.684377174475e-05
-0.2799801528454,-5.484202119987e-05
-0.2699727714062,-5.283183418214e-05
-0.2599661350250,-5.081733615953e-05
-0.2499710023403,-4.880861160927e-05
-0.2399697452784,-4.678139521275e-05
-0.2299975603819,-4.480055213207e-05
-0.2199928462505,-4.283454472898e-05
-0.2099904268980,-4.085083855898e-05
-0.1999882310629,-3.890018342645e-05
-0.1899839341640,-3.692923564813e-05
-0.1799763888121,-3.497370198602e-05
-0.1699688881636,-3.303113408037e-05
-0.1599667817354,-3.111829937552e-05
-0.1499617844820,-2.922004568973e-05
-0.1399957090616,-2.730463893386e-05
-0.1299914568663,-2.540390960348e-05
-0.1199841871858,-2.349851638428e-05
-0.1099784672260,-2.160698204534e-05
-0.0999742969871,-1.972572863451e-05
-0.0899725630879,-1.782580693543e-05
-0.0799729228020,-1.594435343577e-05
-0.0699722245336,-1.404138311045e-05
-0.0599593743682,-1.21461434901e-05
-0.0499822385609,-1.023022377922e-05
-0.0399712063372,-8.285262083518e-06
-0.0299716889858,-6.309064247034e-06
-0.0199726074934,-4.282043846615e-06
-0.0099669564515,-2.183765445807e-06
0.0000255534778,4.33070068695e-09
0.0100012188777,2.326883304704e-06
0.0199643224478,4.823742074223e-06
0.0299602448940,7.566780368506e-06
0.0399766825140,1.066568802344e-05
0.0499756745994,1.41947884913e-05
0.0599868446589,1.836796946009e-05
0.0699919983745,2.337756632187e-05
0.0799921825528,2.954519914056e-05
0.0899883657694,3.728316733032e-05
0.0999873578548,4.715992326965e-05
0.1099899932742,5.986878386466e-05
0.1199897527695,7.630101026734e-05
0.1299865394831,9.765799768502e-05
0.1399854868650,0.0001252230140381
0.1499806642532,0.0001607059239177
0.1599863022566,0.0002059622784145
0.1699854135513,0.0002629096270539
0.1799893230200,0.0003337238740642
0.1899957358837,0.0004206198500469
0.1999957412481,0.0005255968426354
0.2099943906069,0.0006507596117444
0.2199891060591,0.000797891872935
0.2299885451794,0.0009688169229776
0.2400234937668,0.001164334011264
0.2499898076057,0.001386530697346
0.2599945366383,0.001636252505705
0.2699899077415,0.001913425396197
0.2799958288670,0.002218816429377
0.2899984419346,0.002551580313593
0.2999979257584,0.002911997726187
0.3100038468838,0.003299806034192
0.3199980854988,0.003713125362992
