Voltage,Current
-1.9999686479568,-0.0001402157795383
-1.9899696111679,-0.0001395209837938
-1.9799596071243,-0.0001387437223457
-1.9699676036835,-0.0001381453039357
-1.9599593877792,-0.0001373486593366
-1.9499784708023,-0.0001366456563119
-1.9399826526642,-0.000136087561259
-1.9299689531326,-0.0001353338739136
-1.9199699163437,-0.0001347281358903
-1.9099720716476,-0.0001341027673334
-1.8999673128128,-0.000133338253363
-1.8899654150009,-0.000132695393404
-1.8799622058868,-0.000132007378852
-1.8699572086334,-0.0001314077526331
-1.8599872589111,-0.0001307781058131
-1.8499867916107,-0.0001301451120526
-1.8399851322174,-0.0001294231333304
-1.8299815654755,-0.0001287613849854
-1.8199698925018,-0.0001280737633351
-1.8099702596664,-0.0001274389651371
-1.7999609708786,-0.0001267749757972
-1.7899620532990,-0.0001260829012608
-1.7799553871155,-0.0001253968948731
-1.7699899673462,-0.0001247566833626
-1.7599864006042,-0.0001241012942046
-1.7499800920486,-0.0001233674120158
-1.7399836778641,-0.0001227454777109
-1.7299742698669,-0.0001220551130245
-1.7199773788452,-0.0001214365111082
-1.7099704742432,-0.0001207801251439
-1.6999658346176,-0.0001200908518513
-1.6899597644806,-0.0001194560318254
-1.6799852848053,-0.0001187600500998
-1.6699905395508,-0.0001181425759569
-1.6599812507629,-0.000117461757327
-1.6499781608582,-0.0001167867158074
-1.6399708986282,-0.0001161302352557
-1.6299695968628,-0.0001154625351774
-1.6199694871902,-0.0001147037401097
-1.6099694967270,-0.0001140903041232
-1.5999702215195,-0.0001133884434239
-1.5899912118912,-0.0001127244249801
-1.5799915790558,-0.0001120689048548
-1.5699918270111,-0.0001114071783377
-1.5599858760834,-0.000110722714453
-1.5499849319458,-0.0001100958834286
-1.5399751663208,-0.0001094078252208
-1.5299656391144,-0.000108696098323
-1.5199654102325,-0.0001080603396986
-1.5099638700485,-0.0001073790990631
-1.4999977350235,-0.000106691273686
-1.4899926185608,-0.0001060096838046
-1.4799892902374,-0.000105326915218
-1.4699869155884,-0.0001046469624271
-1.4599782228470,-0.0001039755879901
-1.4499858617783,-0.000103345788375
-1.4399752616882,-0.0001026274039759
-1.4299783706665,-0.0001019509873004
-1.4199701547623,-0.0001013102082652
-1.4099915027618,-0.0001006473030429
-1.3999885320663,-9.99593976303e-05
-1.3899780511856,-9.932748071151e-05
-1.3799782991409,-9.868764755083e-05
-1.3699769973755,-9.801803389564e-05
-1.3599709272385,-9.730208694236e-05
-1.3499687910080,-9.667286940385e-05
-1.3399707078934,-9.594879520591e-05
-1.3299660682678,-9.525982750347e-05
-1.3199939727783,-9.459130524192e-05
-1.3099911212921,-9.392402716912e-05
-1.2999898195267,-9.327632142231e-05
-1.2899818420410,-9.260451042792e-05
-1.2799822092056,-9.19093072298e-05
-1.2699763774872,-9.122905612458e-05
-1.2599714994431,-9.054121619556e-05
-1.2499673366547,-8.986958710011e-05
-1.2399603128433,-8.921328844735e-05
-1.2299927473068,-8.849809819367e-05
-1.2199929952621,-8.787562546786e-05
-1.2099887132645,-8.714508294361e-05
-1.1999899148941,-8.65013062139e-05
-1.1899789571762,-8.585243631387e-05
-1.1799753904343,-8.513686771039e-05
-1.1699769496918,-8.443015394732e-05
-1.1599748134613,-8.379302744288e-05
-1.1499695777893,-8.312054706039e-05
-1.1399924755096,-8.249540405814e-05
-1.1299891471863,-8.184542093659e-05
-1.1199843883514,-8.10952988104e-05
-1.1099865436554,-8.04205192253e-05
-1.0999830961227,-7.974071195349e-05
-1.0899829864502,-7.904230005806e-05
-1.0799722671509,-7.83669311204e-05
-1.0699697732925,-7.770548108965e-05
-1.0599650144577,-7.700020069024e-05
-1.0499981641769,-7.630615436938e-05
-1.0399991273880,-7.566080603283e-05
-1.0299937725067,-7.489683048334e-05
-1.0199869871140,-7.424075738527e-05
-1.0099828243256,-7.358108996414e-05
